sample_id,map_id,tx_id,ratio,sample_count,nmse,rmse_db,mae_db,time_sec,fig_path
s007_tx36,7,36,0.02,875,0.04193162563379204,6.146045221050889,2.627872255229706,3.1147259999997914,kriging_results\s007_tx36\map7_tx36_ratio0_0200.png
s007_tx43,7,43,0.005,219,0.048859743361875124,6.8547294382349415,3.7992647897180865,1.728718100000151,kriging_results\s007_tx43\map7_tx43_ratio0_0050.png
s007_tx43,7,43,0.01,438,0.04491091060228363,6.571895675643893,3.241528006119908,3.300709099999949,kriging_results\s007_tx43\map7_tx43_ratio0_0100.png
s007_tx43,7,43,0.02,875,0.03625121823176615,5.904403501891269,2.5381750160200536,4.9627730000001975,kriging_results\s007_tx43\map7_tx43_ratio0_0200.png
s007_tx44,7,44,0.005,219,0.049704951422582605,7.269948114317787,3.9827758228652343,2.268178700000135,kriging_results\s007_tx44\map7_tx44_ratio0_0050.png
s007_tx44,7,44,0.01,438,0.04392182140955261,6.833947740876478,3.2901937191276116,3.4647001000003,kriging_results\s007_tx44\map7_tx44_ratio0_0100.png
s007_tx44,7,44,0.02,875,0.03937426343901207,6.470498051495043,2.733732855804142,4.928381599999739,kriging_results\s007_tx44\map7_tx44_ratio0_0200.png
s007_tx46,7,46,0.005,219,0.045724638441304255,7.1711907283195115,4.012043904089204,2.036590300000171,kriging_results\s007_tx46\map7_tx46_ratio0_0050.png
s007_tx46,7,46,0.01,438,0.042816901425601614,6.9394291972266355,3.5009702962700193,2.258846800000356,kriging_results\s007_tx46\map7_tx46_ratio0_0100.png
s007_tx46,7,46,0.02,875,0.03523464544328592,6.295077565432033,2.7266581652585815,4.231021900000087,kriging_results\s007_tx46\map7_tx46_ratio0_0200.png
s007_tx49,7,49,0.005,219,0.05062092947016463,6.457303373556707,3.4681934877668508,2.338625200000024,kriging_results\s007_tx49\map7_tx49_ratio0_0050.png
s007_tx49,7,49,0.01,438,0.04380227882852196,6.006679932589843,2.7727418380301816,2.575070300000334,kriging_results\s007_tx49\map7_tx49_ratio0_0100.png
s007_tx49,7,49,0.02,875,0.0441529965062862,6.030679278011603,2.4254733046201222,3.4754707999991297,kriging_results\s007_tx49\map7_tx49_ratio0_0200.png
s007_tx50,7,50,0.005,219,0.050451548160596243,7.234592398412088,3.8868363502912806,1.3484072999999626,kriging_results\s007_tx50\map7_tx50_ratio0_0050.png
